,id,cod_reunion,online_users,legislative_body_initials,youtube_status,max_online_users,created,modified,is_visible,reunion_type,title_reunion,reunion_object,reunion_theme,date,legislative_body,location,questions_count,answered_questions_count,messages_count,votes_count,participants_count,videos,youtube_id
285,2111,62466,0,CDHM,2,22,2021-07-27T10:21:03.517104-03:00,2022-12-18T00:39:33.889605-03:00,True,Audiência Pública,DIREITOS HUMANOS E MINORIAS,"Audiência Pública - Observatório da Revisão Periódica Universal
Tema: Direitos dos povos indígenas

Convidadas e convidados:

1.Jan Jarab, Representante Regional do Alto Comissariado das Nações Unidas para os Direitos Humanos
2.Maurício Terena, Representante da Articulação dos Povos Indígenas do Brasil- APIB
3.Francisco Cali Tzay, Relator Especial das Nações Unidas para Direitos dos Povos Indígenas
4.Marcelo Augusto Xavier da Silva, Presidente da Fundação Nacional do índio- FUNAI (participação não confirmada)
5.Esequiel Roque do Espírito Santo,   Secretário Adjunto Nacional de Políticas de Promoção da Igualdade Racial do Ministério da Mulher, da Família e dos Direitos Humanos
6.Geórgia Belisário Mota, Coordenadora de Relatórios Internacionais de Direitos Humanos da Assessoria Especial de Assuntos Internacionais do Ministério da Mulher, da Família e dos Direitos Humanos; 
7.Eliana Peres Torelly de Carvalho, Coordenadora da 6º Câmara de Coordenação e Revisão do Ministério Público Federal
8.Francisco de Assis Nascimento Nóbrega, Defensor Público Federal
9.Cleber César Buzatto, Secretário adjunto do Cimi Conselho Indigenista Missionário- CIMI 
10.Dário Vitório Kopenawa Yanomami, Vice- Presidente da Hutukara Associação Yanomami 
11.Edinho Macuxi, Coordenador do Conselho Indígena de Roraima- CIR 
12.Juliana de Paula Batista, representante do Instituto Socioambiental- ISA




Recomendações em exame:


35. Continuar os esforços para aumentar a conscientização pública sobre questões de igualdade étnica e racial e combater a violência contra os povos indígenas (Uzbequistão);
102. Estabelecer um mecanismo que possibilite decisões judiciais rápidas e corretas em conformidade estrita com a lei constitucional e internacional sobre os direitos territoriais dos povos indígenas (Áustria); 
217. Desenvolver e implementar políticas que abordem a mortalidade infantil, subnutrição, saúde, educação e acesso a saneamento básico para povos indígenas (África do Sul);
218. Adotar medidas efetivas para apoiar povos indígenas, incluindo a garantia de comida, serviços de saúde, escolas, acesso a serviços sanitários e a 32 partir da criação de condições para melhores fontes de renda (Federação Russa);
222. Dar continuidade às medidas proativas de promoção dos direitos dos povos indígenas, bem como da população afro-brasileira e assegurar seu bem-estar (Bangladesh); 
223. Garantir os direitos constitucionais dos povos indígenas, assegurando que a Fundação Nacional do Índio (Funai) possui os recursos necessários para realizar suas funções, particularmente aquelas relacionadas à demarcação de terras indígenas, e tomando medidas para concluir as investigações dos assassinatos de populações indígenas (Canadá); 
224. Assegurar que povos indígenas e outras minorias sejam protegidos contra todas as formas de discriminação (Filipinas); 
225. Estabelecer mecanismos para erradicar estigmas e discriminações contra grupos indígenas e minorias étnicas, incluindo mecanismos de conscientização de autoridades públicas, de prestação de contas e de reparação (México);
226. Assegurar que atividades econômicas levem em consideração os direitos dos povos indígenas e o respeito ao meio ambiente e à biodiversidade (Santa Sé); 
227. Fortalecer a coordenação entre o Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais e a Fundação Nacional do Índio (Maldivas); 
228. Tomar medidas de combate à violência e discriminação contra povos indígenas (Togo); 
229. Estabelecer e implementar um procedimento claro de consulta gratuita, prévia e informada que assegure a participação integral de povos indígenas no processo de tomada de decisões relativas a qualquer grande projeto que afete seu modo de vida (Moldávia); 
230. Garantir uma consulta adequada e participação integral dos povos indígenas em todas as medidas legislativas e administrativas que os afetem, proteger povos indígenas contra ameaças e ataques e proteger seus direitos territoriais, particularmente através do fortalecimento de programas de proteção, da  finalização de processos de demarcação de terras pendentes e fornecendo  financiamento adequado à FUNAI (Alemanha); 
231. Dar continuidade aos esforços para estabelecer um processo efetivo de consulta com comunidades indígenas a respeito de qualquer projeto que possa afetar terras e fontes de renda de povos indígenas (El Salvador); 
232. Assegurar um processo efetivo de consulta com povos indígenas em todas as tomadas de decisão que possam afetá-los (Estônia); 
233. Assegurar consulta adequada e participação integral de povos indígenas em todas as medidas legislativas e administrativas que os afetem (Islândia); 
234. Assegurar que povos indígenas sejam protegidos contra ameaças, ataques e despejos forçados (Noruega); 
235. Continuar a investir em políticas de alívio da pobreza e a assegurar uma implementação mais focada e efetiva, a  fim de reduzir desigualdades sociais e econômicas, em particular para populações rurais e indígenas (Cingapura); 
236. Adotar um plano de ação efetivo para a demarcação de terras indígenas e fornecer os recursos  financeiros necessários para assegurar uma política efetiva de proteção dos direitos dos povos indígenas e para prevenir conflitos por terra (Suíça); 
237. Dar continuidade aos processos de demarcação de terras indígenas (Peru); 
238. Tomar as medidas necessárias para resolver e prevenir conflitos por terra e para completar os processos de demarcação de terra provenientes do artigo 231 da Constituição (França); 
239. Acelerar ações de execução de processos de demarcação e proteção de terras indígenas e de proteção dos seus respectivos direitos (Cabo Verde); 
240. Promover avanços na agenda do direito dos indígenas ao consentimento gratuito, prévio e informado (Noruega); 
241. Fortalecer mecanismos de proteção dos direitos humanos para povos indígenas, prestando atenção especial para a garantia dos direitos humanos de meninos e meninas indígenas (Paraguai); 
242. Desenvolver e implementar uma estratégia abrangente de combate à discriminação e marginalização de povos indígenas (Moldávia).

Requerimento 14/2021, de autoria do Deputado Carlos Veras, subscrito pelos parlamentares Bira do Pindaré, Erika Kokay, Frei Anastácio, Joênia Wapichana, Padre João, Sâmia Bomfim e Sóstenes Cavalcante.

",Observatório RPU - Direitos dos Povos Indígenas,2021-08-20T10:09:43-03:00,Comissão de Direitos Humanos e Minorias,"Anexo II, Plenário 13",4,0,1,4,2,"[{'id': 2504, 'video_id': 'VZ88bPJV38s', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2355, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",VZ88bPJV38s
286,1553,59688,0,CEXCORVI,2,12,2020-06-18T17:55:02.181292-03:00,2022-12-18T23:03:44.621049-03:00,True,Reunião Técnica,COMISSÃO EXTERNA DE AÇÕES CONTRA O CORONAVÍRUS,"Reunião Técnica por Videoconferência

Convidados:

- LINCOLN LOPES FERREIRA, Presidente da Associação Médica Brasileira - AMB;

- JOSÉ BENIZ, Presidente do Conselho Brasileiro de Oftalmologia - CBO;


- ROGÉRIO SCARABEL - Diretor-Presidente Substituto da Agência Nacional de Saúde Suplementar - ANS; e - PAULO ROBERTO VANDERLEI REBELLO FILHO, Diretor de Normas e Habilitação das Operadoras - ANS

- MARCO AURÉLIO FERREIRA, Diretor Executivo da Associação Nacional de Hospitais Privados - ANAHP e CAMILA ALMEIDA - Médica Infectologista e Consultora da ANAHP


- LUIZ FERNANDO C. SILVA - Superintendente da Federação Brasileira de Hospitais - FBH


- PAULO LOBO, Presidente da Comissão de Assuntos da AMB e do CFM da Sociedade Brasileira de Ortopedia e Traumatologia - SBOT


- BRUNO SOBRAL, Secretário Executivo da Confederação Nacional de Saúde -  CNSaúde


- JORGE LUIZ BORGES PETROS, Presidente da Associação de Clínicas e Consultórios Ortopédicos do Estado do Rio de Janeiro - ACCOERJ; 

- GABRIEL MASSOT, Repesentante da UNIMED e


- MARIA INEZ PORDEUS GADELHA, Chefe de Gabinete da Secretaria de Atenção Especializada à Saúde - SAES do Ministério da Saúde.","Retomada das Atividades de Saúde - Hospitais, Clínicas e Consultórios",2020-06-23T11:10:19-03:00,Comissão Externa destinada a acompanhar ações preventivas da vigilância sanitária e possíveis consequências para o Brasil quanto ao enfrentamento da pandemia causada pelo coronavírus,"Anexo II, Plenário 03",5,0,6,6,7,"[{'id': 1273, 'video_id': 'zpul9jh4kF8', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1266, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",zpul9jh4kF8
287,1298,57900,0,PL326119,2,14,2019-10-03T14:41:02.897660-03:00,2022-12-18T01:04:15.372316-03:00,True,Reunião Deliberativa,PL 3261/19 - ATUALIZA O MARCO DO SANEAMENTO BÁSICO,"Audiência Pública e Deliberação de Requerimentos apresentados até às 18h da véspera da reunião

Audiência Pública

Tema: A conexão entre resíduos sólidos, recursos hídricos e o saneamento básico no Brasil.

Convidados:
Valdir Schalch, Professor da USP - Req. 11/19 (confirmado);
João Gianesi Netto, Presidente da Associação Brasileira de Resíduos Sólidos e Limpeza Pública - ABLP - Reqs. 11/19 e 13/19 (confirmado);
Maj BM Fábio Maurício Rodrigues Pereira, representando a Coordenadoria Estadual de Proteção e Defesa Civil do Estado do Espírito Santo - CEPDEC/ES - Req. 11/19 (confirmado);
Heliana Kátia Tavares Campos, Diretora da Associação Brasileira de Engenharia Sanitária e Ambiental - ABES/Seção Distrito Federal - Reqs. 2/19 e 4/19 (confirmada);
Silvano Silvério da Costa, Coordenador Geral de Regulação e Arranjos Institucionais do Ministério do Desenvolvimento Regional - Req. 4/19 (confirmado).


Requerimentos atendidos:
REQ 2/19 - Dep. Joseildo Ramos (PT/BA), subscrito pelos Deps. Carlos Veras e Alice Portugal);
REQ 4/19 - Dep. Geninho Zuliani (DEM/SP), subscrito pelo Dep. Aroldo Martins (Republicanos/PR);
REQ 11/19 - Dep. Geninho Zuliani (DEM/SP);
REQ 13/19 - Dep. Flávia Morais (PDT/GO).","A CONEXÃO ENTRE RESÍDUOS SÓLIDOS, RECURSOS HÍDRICOS E O SANEAMENTO BÁSICO NO BRASIL.",2019-10-08T14:43:55-03:00,"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3261, de 2019, do Senado Federal, que ""atualiza o marco legal do saneamento básico e altera a Lei nº 11.445, de 5 de janeiro de 2007 (Lei do Saneamento Básico), para aprimorar as condições estruturais do saneamento básico no País, a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados, a Lei nº 11.107, de 6 de abril de 2005 (Lei de Consórcios Públicos), para vedar a prestação por contrato de programa dos serviços públicos de que trata o art. 175 da Constituição Federal, a Lei nº 13.089, de 12 de janeiro de 2015 (Estatuto da Metrópole), para estender seu âmbito de aplicação às microrregiões, e a Lei nº 12.305, de 2 de agosto de 2010 (Lei de Resíduos Sólidos), para tratar de prazos para a disposição final ambientalment","Anexo II, Plenário 09",0,0,2,0,1,"[{'id': 945, 'video_id': 'BFsPkkimPwU', 'title': None, 'is_attachment': False, 'order': 0}]",BFsPkkimPwU
288,749,53229,0,CTASP,2,15,2018-06-21T15:43:01.236492-03:00,2022-12-18T01:16:07.999055-03:00,True,Seminário,"TRABALHO, ADMINISTRAÇÃO E SERVIÇO PÚBLICO","PROGRAMAÇÃO:

8h30 - Inscrição

9 horas - Mesa de Abertura

Deputado Deley - 1º Vice-Presidente da CTASP.

Parlamentares Autores do Requerimento na CTASP:
Deputado Bohn Gass 
Deputado André Figueiredo 
Deputado Orlando Silva 

Ministro Renato de Lacerda Paiva,  Vice-Presidente do TST - Tribunal Superior do Trabalho;
Representante do MTE - Ministério do Trabalho e Emprego. 
André Santos - Analista Político do DIAP - Departamento Intersindical de Assessoria Parlamentar.

10h30 - 1ª Mesa
Tema: A qualidade do emprego após a reforma trabalhista e os impactos econômicos
Coordenador: Deputado Bohn Gass 

Expositores Convidados:

Marilane Teixeira, representante do CESIT/UNICAMP ;
Clemente Ganz Lúcio,  Diretor Técnico do DIEESE - Departamento Intersindical de Estatística e Estudos Socioeconômicos ; e
Representante da CEPAL - Comissão Econômica das Nações Unidas para a América Latina e o Caribe;


14 horas - 2ª mesa
Tema: Análise da aplicação da nova legislação trabalhista no sistema de justiça.
Coordenador(a): A definir 

Expositores Convidados:

Ronaldo Curado Fleury ,  Procurador-Geral do Trabalho, representante do  MPT - Ministério Público do Trabalho;
Guilherme Guimarães Feliciano, Presidente da ANAMATRA - Associação Nacional dos Magistrados da Justiça do Trabalho;
Ângelo Fabiano Farias Filho, Presidente da ANPT - Associação Nacional dos Procuradores do Trabalho;
Carlos Fernando da Silva Filho, Presidente do SINAIT - Sindicato Nacional dos Auditores Fiscais do Trabalho; e
Representante da ABRAT -  Associação Brasileira de Advogados Trabalhistas.

16 horas - Intervalo para lanche.

16h20 - 3ª Mesa
Tema: Análise da aplicação da reforma trabalhista na realidade das negociações coletivas e nos contratos de trabalho.
Coordenadora: Deputada Érika Kokay.

Expositores Convidados:

Vagner Freitas, Presidente da CUT - Central Única dos Trabalhadores;
João Carlos Gonçalves, Secretário-geral da Força Sindical;
Paulo Vinícius Silva - Secretário Nacional de Relações do Trabalho da CTB - Central dos Trabalhadores e Trabalhadoras do Brasil;
José Reginaldo Inácio, representante  da NCST - Nacional da Nova Central Sindical de Trabalhadores;
Ricardo Patah , Presidente da UGT - União Geral dos Trabalhadores;
Ernesto Luis Pereira Filho, representante da CSB - Central dos Sindicatos Brasileiros;
Edson Carneiro da Silva  (Índio ) - Secretário-Geral da  INTERSINDICAL - Intersindical Central da Classe Trabalhadora; e
Representante do CSP CONLUTAS.

18h30 - Encerramento.
",IMPACTOS DA APLICAÇÃO DA NOVA LEGISLAÇÃO TRABALHISTA NO BRASIL.,2018-07-03T10:06:48-03:00,"Comissão de Trabalho, de Administração e Serviço Público",Auditório Nereu Ramos,6,0,21,8,4,"[{'id': 483, 'video_id': '0IuU2Flqh5k', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 481, 'video_id': 'bIznR1JcOEM', 'title': None, 'is_attachment': False, 'order': 0}]",0IuU2Flqh5k
289,668,51331,0,CLP,3,8,2018-04-25T15:52:02.750314-03:00,2022-12-18T00:18:56.061404-03:00,True,Audiência Pública,Audiência Pública Conjunta das Comissões CLP e CSSF,"Expositores:
 
- PAULO BITTENCOURT, Presidente da Sociedade Brasileira de Hepatologia; (Confirmado)

- SANDRO JOSÉ MARTINS, Coordenador-Geral de Atenção Especializada - Ministério da Saúde; (Confirmado)

- LUCIANNO SANTOS, Diretor da Sociedade Brasileira de Oncologia Clínica - SBOC; (Confirmado)

- CARLOS NORBERTO VARALDO, Presidente do Grupo Otimismo; (Confirmado)

- LUCIANA HOLTZ DE CAMARGO BARROS, Presidente e Diretora Executiva do Instituto Oncoguia; (Confirmada - participação por vídeoconferência)


  
Requerimentos nºs. 188/2018 - CLP e 674/2018 - CSSF, da Senhora Flávia Morais. ",Audiência Pública para debater sobre Carcinoma Hepatocelular - CHC,2018-05-23T15:22:16-03:00,Comissão de Legislação Participativa,"Anexo II, Plenário 03",2,0,4,3,3,[],
290,1518,59599,0,CEXCORVI,2,58,2020-05-05T18:28:02.313048-03:00,2022-12-18T02:44:08.815071-03:00,True,Reunião Técnica,COMISSÃO EXTERNA DE AÇÕES CONTRA O CORONAVÍRUS,"Reunião Técnica
por videoconferência

Convidado:
NELSON TEICH - Ministro de Estado da Saúde","Reunião com o Ministro da Saúde, Nelson Teich",2020-05-07T10:03:26-03:00,Comissão Externa destinada a acompanhar ações preventivas da vigilância sanitária e possíveis consequências para o Brasil quanto ao enfrentamento da pandemia causada pelo coronavírus,"Anexo II, Plenário 02",22,0,26,42,24,"[{'id': 1202, 'video_id': 'qk4m_VLqvmk', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1201, 'video_id': 'LAp46Nxc5Wg', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1198, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",qk4m_VLqvmk
291,2636,65068,0,CDHM,2,27,2022-05-04T18:53:05.678547-03:00,2022-12-19T09:30:32.206158-03:00,True,Audiência Pública,DIREITOS HUMANOS E MINORIAS,"Audiência pública
Tema: Uso de agrotóxicos, especialmente via pulverização aérea, e a violação ao direito humano a saúde e a alimentação adequada

Convidadas e convidados:

1. Wilton de Almeida, Representante da Comunidade Quilombola Saco Barreiro; 

2. Jadir Oliveira, assessor ambiental da Agroindustrial de Pompéu S/A - Agropéu; 

3. Ana Paula Carvalho de Medeiros, Procuradora da República, Coordenadora Adjunta do Fórum Gaúcho de Combate aos Impactos dos Agrotóxicos - MPF; 

4. Myrian Coelho Cunha da Cruz, Conselheira Nacional de Saúde e Coordenadora da Comissão Intersetorial Alimentação e Nutrição - CNS; 

5. Uellen Lisoski Duarte Colatto, Chefe da Divisão de Aviação Agrícola, do Departamento de Sanidade Vegetal e Insumos Agrícolas, da Secretaria de Defesa Agropecuária - MAPA; 
6. Marcela Ferreira Rocha, representante da Secretaria de Estado de Agricultura, Pecuária e Abastecimento de Minas Gerais-SEAPA;

7. Deny Sanábio, Coordenador Técnico Estadual da Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais-EMATER; 

8. Gabriel Colle, Diretor Executivo do Sindicato Nacional da Aviação Agrícola-SINDAG; 

9. Luiz Cláudio Meirelles, Pesquisador, representante da Fundação Osvaldo Cruz - FIOCRUZ e da Associação Brasileira de Saúde Coletiva-ABRASCO; 

10. Deputado Estadual Renato Roseno, Presidente da Comissão de Direitos Humanos da Assembleia Legislativa do Ceará; 

11. Representante do Sindicato Nacional da Indústria de Produtos para Defesa Vegetal-SINDIVEG. 


Participações confirmadas. 


Requerimento 9/2022, de autoria do Deputado Padre João, subscrito pelos Deputados Abílio Santana, Carlos Veras, Helder Salomão, Marcon, Talíria Petrone, Túlio Gadêlha e Vivi Reis.
Requerimento 18/2022, de autoria das Deputadas Talíria Petrone e Vivi Reis, subscrito pelo Deputado Túlio Gadêlha. 
Reuqeirmento 18/2022, de autoria do Deputado Padre João.",Uso de agrotóxicos,2022-05-11T15:49:30-03:00,Comissão de Direitos Humanos e Minorias,"Anexo II, Plenário 09",2,0,1,2,2,"[{'id': 3373, 'video_id': 'SX8KrZNgUrc', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3354, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",SX8KrZNgUrc
292,564,,0,SEMULHER,1,0,2017-11-08T16:19:02.517243-02:00,2018-06-04T14:33:02.294528-03:00,False,Audiência Pública,SECRETARIA DA MULHER,Enfrentamento da Violência,,2017-11-08T14:38:07-02:00,Secretaria da Mulher,Auditório Freitas Nobre,0,0,0,0,0,"[{'id': 326, 'video_id': 'qy9u3eX0euo', 'title': None, 'is_attachment': False, 'order': 0}]",qy9u3eX0euo
293,734,53000,0,CDC,2,44,2018-06-07T17:38:00.993211-03:00,2022-12-18T01:16:05.112257-03:00,True,Audiência Pública,DEFESA DO CONSUMIDOR,"Requerimento nº 232/2018 - Dep. Carlos Sampaio, Dep. Betinho Gomes e Dep. Rodrigo Martins
Requerimento nº 238/2018 - Dep. Weliton Prado e Dep. Rodrigo Martins

Convidados:

Sr. Hugo Lamin
Superintendente Adjunto de Regulação dos Serviços de Distribuição da Agência Nacional de Energia Elétrica - Aneel (CONFIRMADO)

Sr. Mário Augusto Pereira de Oliveira Júnior
Superintendente Nacional de Produtos da Caixa Econômica Federal - CEF (CONFIRMADO)

Sr. Marco Delgado 
Diretor da Associação Brasileira de Distribuidores de Energia Elétrica - Abradee (CONFIRMADO)

Sr. Jodismar Amaro
Presidente da Federação Brasileira das Empresas Lotéricas - Febralot (CONFIRMADO)


",Pagamento de contas de energia por meio de casas lotéricas no Estado de Pernambuco e no Estado de Minas Gerais.,2018-07-03T14:39:46-03:00,Comissão de Defesa do Consumidor,"Anexo II, Plenário 08",12,0,8,13,9,"[{'id': 484, 'video_id': 'FPuppnevJOk', 'title': None, 'is_attachment': False, 'order': 0}]",FPuppnevJOk
294,186,47104,0,CPD,2,4,2017-04-25T14:47:03.456160-03:00,2022-12-18T01:30:43.819971-03:00,True,Audiência Pública,DEFESA DOS DIREITOS DAS PESSOAS COM DEFICIÊNCIA,"Tema: Discutir a situação e contratação de tradutor e intérprete de Libras nas instituições federais de ensino.

Requerimento nº 91/2017, de autoria da Deputada Erika Kokay

Convidados:

PATRÍCIA NEVES RAPOSO - Presença confirmada.
Diretora de Políticas de Educação Especial (SECADI/MEC);

LINAIR MOURA BARROS MARTINS - Presença confirmada.
Coordenadora Geral de Articulação da Política de inclusão nos Sistemas de Ensino (SECADI/MEC);

DYOGO HENRIQUE DE OLIVEIRA - Justificou a ausência.
Ministro do Planejamento, Orçamento e Gestão;

TORQUATO JARDIM - Justificou a ausência.
Ministro da Transparência, Fiscalização e Controladoria-Geral da União; e

JASPION LEONE - Presença confirmada.
Representante do Sindicato dos Trabalhadores Intérpretes, Guia-Intérpretes e Tradutores da Língua Brasileira de Sinais do Distrito Federal.",DISCUTIR A SITUAÇÃO E CONTRATAÇÃO DE TRADUTOR E INTÉRPRETE DE LIBRAS NAS INSTITUIÇÕES FEDERAIS DE ENSINO.,2017-05-03T15:00:00-03:00,Comissão de Defesa dos Direitos das Pessoas com Deficiência,"Anexo II, Plenário 13",1,0,3,2,3,"[{'id': 144, 'video_id': '7xNpLQqqneM', 'title': None, 'is_attachment': False, 'order': 0}]",7xNpLQqqneM
295,2630,65033,0,CESPO,2,68,2022-05-03T17:21:03.030541-03:00,2022-12-18T00:27:40.790618-03:00,True,Mesa Redonda,ESPORTE,"Mesa Redonda em atenção ao Requerimento nº 01/2022, de autoria do Deputado Afonso  Hamm, para debater o Plano Nacional do Desporto.

Convidados confirmados: 

Sr. Diego Tonietti, Chefe de Gabinete da Secretaria Especial do Esporte (Ministério da Cidadania) (videoconferência);

Sra. Maria Luciana da Silva Nóbrega, Coordenadora-Geral de Gestão Estratégica da Educação Básica (Ministério da Educação) (presencial);

Sra. Mariana Dantas, Presidente do Fórum de Gestores Estaduais do Esporte (videoconferência);

Sr. Fernando Mezzadri, Coordenador do Instituto de Pesquisa Inteligência Esportiva - UFPR (IPIE) (presencial);

Sr. Antônio Hora, Presidente da Confederação Brasileira do Desporto Escolar (CBDE) (videoconferência); 

Sr. Carlos Eilert, 2º Vice-Presidente do Conselho Federal de Educação Física (CONFEF) (videoconfência);

Major Brigadeiro do Ar R/1 José Isaias Augusto de Carvalho Neto, assessor na Secretaria de Pessoal, Saúde, Desporto e Projetos Sociais (SEPESD) (Ministério da Defesa) (presencial);

Sra. Fabiana Azevedo, Diretora Substituta do Departamento de Promoção à Saúde (Ministério da Saúde) (presencial);

Sr. Luciano Atayde Costa Cabral, Presidente da  Confederação Brasileira do Desporto Universitário (CBDU);









",PL nº 409/2022 - Plano Nacional do Desporto,2022-05-05T09:28:44-03:00,Comissão do Esporte,"Anexo II, Plenário 04",2,0,20,2,15,"[{'id': 3355, 'video_id': 'N28zFJ7gLw4', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3346, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",N28zFJ7gLw4
296,2206,62839,0,CLP,2,32,2021-08-23T17:20:03.436896-03:00,2022-12-19T05:07:03.282505-03:00,True,Audiência Pública,LEGISLAÇÃO PARTICIPATIVA,"Uma reflexão sobre o significado da Lei nº 6.683, de 28 de agosto de 1979 (Lei da Anistia), para a história recente do País. O esforço, ainda e sempre em curso, de construção da nossa democracia.

Requerimento n. 63/2021

Autora: Deputada Luiza Erundina (PSOL/SP)

Convidados:


- Amelinha Teles, Comissão de Familiares de Mortos e Desaparecidos Políticos;



- Luiz Eduardo Greenhalgh, advogado e ex-Deputado Federal;



- Lúcia Guerra, Memorial da Democracia da Paraíba, Fundação Casa de José Américo ;



- Gianni Tognoni, Fundação Lelio e Lisli Basso (Roma);



- Rosalina Santa Cruz, professora doutora do curso de Serviço Social da PUC SP.


",42 anos da Lei de Anistia - Reflexão sobre a Lei  6683/1979.,2021-08-30T14:05:29-03:00,Comissão de Legislação Participativa,"Anexo II, Plenário 06",1,0,31,3,6,"[{'id': 2576, 'video_id': 'f80FoCoBbWE', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2520, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",f80FoCoBbWE
297,533,49576,0,CLP,0,2,2017-10-24T14:04:02.843503-02:00,2022-12-11T10:38:17.307447-03:00,False,Reunião de Comparecimento de Ministro,LEGISLAÇÃO PARTICIPATIVA,"Tema: Esclarecimentos sobre o Serviço Social no Instituto Nacional do Seguro Social - INSS.

Convocado: Osmar Terra, Ministro do Desenvolvimento Social

Requerimento nº 162/2017 - CLP, da Sra. Luiza Erundina e do Sr. Chico Lopes.

",ESCLARECIMENTOS SOBRE O SERVIÇO SOCIAL NO INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS.,2017-10-31T09:30:00-02:00,Comissão de Legislação Participativa,"Anexo II, Plenário 03",2,0,1,6,4,[],
298,1833,61238,0,CDEICS,2,8,2021-04-28T12:22:02.770852-03:00,2022-12-19T09:40:22.608268-03:00,True,Audiência Pública,"DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇOS","Requerimento nº 1/2021
Iniciativa: Deputados José Ricardo (PT/AM) e Helder Salomão (PT/ES)

Convidados: 

Glauber Pimentel de Queiroz
Assessor da Secretaria Especial de Fazenda
Ministério da Economia - ME
(Confirmado)

Martim Ramos Cavalcanti 
Secretário Executivo Adjunto
Ministério da Cidadania
(Confirmado)

Ministério Público Federal

 Gabriel Saad
 Secretário-Geral de Articulação Institucional 
 Defensoria Pública da União - DPU
(Confirmado)

Tiago Cordeiro de Oliveira
Diretor de Produtos de Governo 
Caixa Econômica Federal - CAIXA
(Confirmado)

Leandro Teodoro Ferreira 
Presidente
Rede Brasileira de Renda Básica
(Confirmado)",Concessão de  Auxílio Emergencial em 2021,2021-05-05T16:05:27-03:00,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços","Anexo II, Plenário 05",1,0,6,2,5,"[{'id': 1854, 'video_id': 'j3an8HVq02E', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1808, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",j3an8HVq02E
299,1568,59730,0,EVENTOS,2,11,2020-07-03T11:03:01.947423-03:00,2022-12-19T09:48:04.810908-03:00,True,Evento Técnico,Câmara dos Deputados - Evento,,Transparência dos Gastos Públicos no período da pandemia,2020-07-13T14:38:00-03:00,Eventos,"Anexo II, Plenário 04",0,0,2,0,2,"[{'id': 1322, 'video_id': '1cbeMEHQoW8', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1298, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",1cbeMEHQoW8
